reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
53a9daea-5c2d-4c8c-88a9-ac2dd1b755e1,베베남매,https://play-lh.googleusercontent.com/a-/ALV-UjWp-bkVhoFqv0YTyY2f7KFq4QZtkY53Ef8tn2hUZ_ZiGiH3nAk,감사합니다 진짜ㅠㅠㅠ콴다 짱😍😍😍😍😍😍,5,0,6.2.04,2025-02-20 09:44:01,"안녕하세요 콴다 운영팀입니다.
콴다 앱을 이용해 주셔서 감사합니다! 앱을 사용하면서 좋은 경험을 하셨다니 저희도 너무 기쁩니다🥰 콴다는 학생들에게 더욱 도움이 되는 교육 플랫폼이 되기 위해 계속 발전해 나가고 있습니다. 유저분들의 의견과 응원이 큰 힘이 됩니다. 앞으로도 기대해 주세요! 사용 중 궁금한 점이나 의견이 있으시면 언제든 앱 내 1:1 문의하기를 통해 알려 주세요.
남겨주신 소중한 리뷰 덕분에 더욱 열심히 운영할 수 있을 것 같습니다. 감사합니다!🧡",2025-02-20 15:22:37,6.2.04
f7a46f79-11db-4001-aea7-51505049f6b6,신서우,https://play-lh.googleusercontent.com/a/ACg8ocKoXPudoq7vcS24Uwch0T94E6iiBEGlJA7_3s0Tov293LfPg7w=mo,다 좋은데 예전에는 광고가 5초정도 였는데 요즘에는 30초짜리 광고도 나와요,3,1,6.2.04,2025-02-20 01:44:33,안녕하세요. 콴다 운영팀입니다. 콴다 서비스 이용 시 많은 광고로 인해 불편을 드린 점 진심으로 사과드립니다. 콴다에서도 유저분들께서 광고로 인해 불편을 겪으시는 부분에 대해 충분히 인지하고 있습니다😓특히 유저분들의 생활에 많은 정보나 즐거움이 담긴 광고 위주로 노출될 수 있도록 노력하고 있습니다. 전달 주신 의견은 꼼꼼히 살펴보고 더 나은 콴다의 모습으로 보답할 수 있도록 고민하겠습니다. 추가 피드백이 있으시면 앱 리뷰 닉네임과 함께 언제든지 콴다 1:1 문의로 보내주세요. 보내주신 의견은 꼼꼼히 확인하여 개선될 수 있도록 노력하겠습니다! 콴다 서비스를 이용해 주셔서 감사합니다🧡,2025-02-20 15:20:17,6.2.04
8998d60b-f902-4064-b4d8-b684429a88cf,박소민,https://play-lh.googleusercontent.com/a/ACg8ocIgHFF4hgrKAHSoSl9xAhmbA2AibnQObOV-138Q2G6fAzKVdQ=mo,최악 광고 개많음 문제 하나 볼려면은 30초짜리 광고 두개 봐야함,1,1,6.2.04,2025-02-19 23:43:16,안녕하세요. 콴다 운영팀입니다. 콴다 서비스 이용 시 불편을 드린 점 진심으로 사과드립니다. 광고 시청으로 인해 많이 답답하셨을 것 같아요🥹 현재 광고 시스템 개선을 위해 노력 중에 있으니 너른 마음으로 양해 부탁드립니다. 전달 주신 의견은 내부적으로 공유하고 검토하여 더 나은 환경을 제공하기 위해 깊이 고민하겠습니다! 🙏 추가 피드백이 있으시면 앱 리뷰 닉네임과 함께 언제든지 콴다 1:1 문의로 보내주세요. 보내주신 의견은 꼼꼼히 확인하여 개선될 수 있도록 노력하겠습니다! 콴다 서비스를 이용해 주셔서 감사합니다🧡,2025-02-20 15:19:31,6.2.04
72425a08-2505-4bc8-b1f7-12a32d80926e,이지유,https://play-lh.googleusercontent.com/a-/ALV-UjW0lp4EZ2KBkdwkEX2sHTxdtydPywwSDYxlWNpU6qOevBb8loWA,너무 좋고 이해를 하지 못해도 다시 물어보면 이해할 수 있게 대답해 주어서 너무 좋아요! 단점. 유료라는거 뿐 입니다.,5,0,6.2.04,2025-02-19 20:54:05,"안녕하세요 콴다 운영팀입니다.
소중한 시간을 내어 리뷰를 남겨주셔서 정말 감사합니다. 저희 콴다 앱을 사용하시면서 좋은 경험을 하셨다니 정말 기뻐요😉 평가에 걸맞는 앱이 될 수 있도록 더욱 더 발전하는 콴다가 되도록 노력하겠습니다. 사용 중 궁금하시거나 추가 의견이 있다면 언제든 앱 내 1:1 문의하기로 보내주세요! 앞으로도 많은 관심과 따뜻한 응원 부탁드립니다. 감사합니다🧡",2025-02-20 15:19:00,6.2.04
0f53d593-2c4f-48d8-b852-6dc0185dc566,표현호,https://play-lh.googleusercontent.com/a-/ALV-UjW9kA00Wee1eQSB9SczwbPRbeAE86BJHtUYGWU1r4d1fexulog,콴다 절대 깔지 마세요 콴다AI가 틀린 내용만 알려주고 계산 실수를 너무 많이 해요 그리고는 추가 질문 수를 제한해서 올바른 내용을 알 수도 없어요 콴다AI를 사용하는 사용자가 프리미엄이 아니더라도 이런 올바르지 못한 내용을 알려주면 안됩니다 다시 업데이트를 해주세요,1,0,,2025-02-19 15:56:27,안녕하세요 콴다 운영팀입니다. 먼저 소중한 시간을 내어 리뷰를 남겨주셔서 정말 감사합니다☺️ 콴다는 유저분들에게 더 편리하고 유익한 앱 사용이 될 수 있도록 항상 고민하고 있습니다. 전달주신 피드백 또한 귀담아 듣고 더욱 발전된 서비스를 제공할 수 있도록 끊임없이 노력하고 개선해 나가겠습니다. 혹시 사용 중 불편한 점이나 개선 아이디어가 떠오르시면 언제든 앱 내 1:1 문의를 통해 알려주세요! 지속적인 관심과 격려 부탁드립니다. 감사합니다🧡,2025-02-20 15:16:24,
372a27d4-93d7-451e-8e85-2795db6055e8,김민주,https://play-lh.googleusercontent.com/a-/ALV-UjUpWxvBLePJYwcQEyOfMMt1zghBXRhxjDOTFMhSx5BY86ZlcDA,조아용,5,0,6.2.04,2025-02-19 12:08:07,"안녕하세요 콴다 운영팀입니다.
콴다 앱을 선택해 주신 것만으로도 감사한데, 이렇게 좋은 리뷰까지 정말 감사합니다😍 앱을 사용하시며 만족하셨다니 정말 다행이에요! 덕분에 콴다도 오늘 하루 힘이 납니다💪 앞으로도 꾸준히 좋은 경험 드릴 수 있도록 열심히 달리겠습니다! 사용 중 궁금하시거나 추가 의견이 있다면 언제든 앱 내 1:1 문의하기로 보내주세요! 남겨주신 리뷰 하나하나가 저희에게는 큰 선물입니다. 감사합니다!🧡",2025-02-19 17:51:45,6.2.04
4f77f1e2-f64a-4c67-9001-6646493b0bae,NTLF,https://play-lh.googleusercontent.com/a-/ALV-UjXtxcyP3p4-hetjwLQlKJQHTU9tqALLu6n-pCMtQONQD40egxE5,마지막 정답에 할수 없다면서 안 나옵니다 속지마세요.,1,0,6.2.04,2025-02-18 21:32:02,"안녕하세요. 콴다 팀입니다.
먼저, 소중한 리뷰 감사드립니다. 검색 후 원하시는 결과가 나오지 않아 많이 속상하실 것 같습니다😢 콴다에서 검색 결과가 나오지 않는 상황은 크게 다음과 같습니다. 1. 유사한 질문을 물어본 학생이 적거나 없거나 2. 사설/개인 학원의 문제일 경우 3. 사진 인식 오류 등으로 문제가 정확히 찍히지 않은 경우, 빠른 풀이가 필용한 문제라면 선생님께 질문 해보시는 것도 권장 드립니다! 콴다에서도 더 많은 풀이를 쉽고 빠르게 확인하실 수 있도록 노력 하겠습니다. 해당 경우가 지속 될 시, 콴다 앱 내 [문의 하기]를 통해 문의 남겨주세요! 감사합니다. 콴다 팀 드림",2025-02-19 17:51:18,6.2.04
3251cd65-f5a1-4457-840c-958614b8b553,jeeyoul hur,https://play-lh.googleusercontent.com/a/ACg8ocJv96ty2EX1JXxHqu8arsS9RHfxCgSePob2tMKNPnwq6_oPvA=mo,아이들 공부할 때 저도 시간이 지나서 기억이 안 나서 고민이었는데 이걸로 찍고 몇초 기다리니 답이 나오고 풀이 과정까지 있어서 아이들 가르칠 때 저도 복습하는 것 같아서 좋네요..,5,0,6.2.04,2025-02-18 19:30:27,"안녕하세요 콴다 운영팀입니다.
콴다 앱을 이용해 주셔서 감사합니다! 앱을 사용하면서 좋은 경험을 하셨다니 저희도 너무 기쁩니다🥰 콴다는 학생들에게 더욱 도움이 되는 교육 플랫폼이 되기 위해 계속 발전해 나가고 있습니다. 유저분들의 의견과 응원이 큰 힘이 됩니다. 앞으로도 기대해 주세요! 사용 중 궁금한 점이나 의견이 있으시면 언제든 앱 내 1:1 문의하기를 통해 알려 주세요.
남겨주신 소중한 리뷰 덕분에 더욱 열심히 운영할 수 있을 것 같습니다. 감사합니다!🧡",2025-02-19 17:50:22,6.2.04
b2c768e0-765d-4bfb-8fb0-96cb99cc9fe8,꾸미&꾸시,https://play-lh.googleusercontent.com/a-/ALV-UjVg9g6TAlzfIvPZO6t8V9KLxo-v2uFawn8VW5GONh1pgxR-GfHp,너무 좋아요,5,0,6.2.03,2025-02-18 12:30:13,"안녕하세요 콴다 운영팀입니다.
소중한 시간을 내어 리뷰를 남겨주셔서 정말 감사합니다. 저희 콴다 앱을 사용하시면서 좋은 경험을 하셨다니 정말 기뻐요😉 평가에 걸맞는 앱이 될 수 있도록 더욱 더 발전하는 콴다가 되도록 노력하겠습니다. 사용 중 궁금하시거나 추가 의견이 있다면 언제든 앱 내 1:1 문의하기로 보내주세요! 앞으로도 많은 관심과 따뜻한 응원 부탁드립니다. 감사합니다🧡",2025-02-19 17:49:37,6.2.03
61b5aac9-0327-4b16-a12d-d57423b8a3ae,이찬규,https://play-lh.googleusercontent.com/a/ACg8ocJHooS7vDCOtzpA2Bgv9vX0xORa2G4qVz3KNREK6N1BsrmSAw=mo,돈은 왜내는 거죠?,3,0,,2025-02-18 11:17:43,"안녕하세요. 콴다 팀입니다.
소중한 리뷰 감사드립니다. 안타깝게도 리뷰에서는 유료 코인/결제/환불/계정 등의 문의를 해결해 드리기 어렵습니다. 더욱 더 자세한 확인 및 진행을 위하여 번거로우시겠지만 앱 내 고객센터의 문의하기를 통해 문의를 남겨주시면 빠르고 정성껏 답변 드리겠습니다. 감사합니다. 콴다 팀 드림",2025-02-19 17:48:49,
2f9e2c89-401a-4a29-bb94-7fcaab533d91,이서연,https://play-lh.googleusercontent.com/a/ACg8ocJx-yR2A_qvEHDowPdEmkafRVJGNvRDCP8YLT3tdDFHNaq2Kg=mo,"저는 이 앱을 거의 2달정도 써본 유저입니다. 일단 장점은 번역도 할 수 있고, 수학 모르는 문제도 풀 수 있고, 또 수식 계산기도 있어 아주 좋은 앱입니다. 다만, 단점은 번역과 사진 찍어서 풀이 나오는 것들은 한정되어있는데, 풀이 나오는건 2번밖에 하지못해요. 그리고 선생님께 물어보는것도 있는데, 코인이 필요해서 그건 무조건 현질을 하거나, 코인 미션 1개밖에 못해요.. 근데도 2000c모으니까 괜찮은데 다만 제가 물어보려고 하는 것들은 죄다 3000c이상이여서 딱히 할 수 있는게 없네요.. 미션 많이 올려주시고 제가 말한 단점들 횟수 좀 늘려주시면 감사할것 같아요!",3,1,6.2.04,2025-02-18 10:16:35,"안녕하세요. 콴다 팀입니다. 소중한 리뷰 감사드립니다. 멤버십 및 코인 구매에 필요한 금액이 부담스러울 수 있는 점 저희도 잘 이해하고 있습니다. 그래서 회원님들을 위한 이벤트(친구 초대하고 코인 받기, 미션 참여 등)도 진행하고 있는데 홍보가 부족했던 것 같아요. 앞으로 더 다양한 이벤트와 서비스를 제공할 수 있도록 노력하겠습니다. 지켜봐주세요!💪 다른 문의 사항이 있다면 앱 내 [문의하기]로 보내주세요. 정성껏 답변 드리겠습니다. 감사합니다. 콴다 팀 드림",2025-02-19 17:48:18,6.2.04
39a85ae7-a886-4ea6-b39f-d920a70d2d46,LSY,https://play-lh.googleusercontent.com/a/ACg8ocKg2T4Yw7wyqN0woFod97-6LnPmAeFfoovYQ6CA_n-Jrq90og=mo,그냥 이제 콴다 쓰지 마세요. 돈에 눈이 멀아서 이제는 예전이랑 달라졌습니다. 예전에는 문제 풀이 광고 인터페에스도 깔끔하고 길어봤자 5초인데 이제는 무슨 양산형 게임 광고나 잔뜩 나오고 심지어 ai수준도 그냥 쓰레기입니다. 몇 번 검색으로 썼는데 쳇gpt가 훨씬 똑똑하고 수학은 맞는 풀이 준 적이 거의 없습니다. 요즘 돈 때문인지 광고도 그렇고 퇴보한듯 싶네요,1,1,,2025-02-17 16:26:03,"안녕하세요, 콴다 팀입니다.
우선 불편을 드려 죄송합니다.
풀이 검색 시 나오는 답변들 중에 정확하지 않은 답변들이 간혹 포함되어 있는 것 같습니다. 저희 콴다에서는 꾸준히 문제/답변 모니터링을 통해 오답률을 줄여나가도록 노력하고 있습니다. 앞으로 보다 더 정확하고 유익한 답변을 제공할 수 있도록 하겠습니다.
더불어 오답 문제는 앱 내의 [문의하기]를 통해 신고해주시면 저희가 처리 도와드리도록 하겠습니다!
감사합니다. 콴다 팀 드림",2025-02-18 18:27:40,
0ccd2014-66cb-48af-bd8d-113ab19636c8,이가은,https://play-lh.googleusercontent.com/a/ACg8ocLgkUeal3iYsh1Ml08JzQYg3RP1dLlmJdUJRR16vc5Akq6qFA=mo,구독 취소 어려움이 많음,1,0,,2025-02-17 15:23:17,"안녕하세요 콴다 팀 입니다.
먼저 콴다에 대한 소중한 리뷰를 남겨주셔서 감사합니다. 콴다는 학생분들에게 더욱 더 편하고 유익한 앱 사용이 될 수 있도록 항상 고민하고 있습니다. 전달주신 피드백 또한 귀담아 듣고 더 나은 서비스 제공을 위해 노력하겠습니다. 만약 구독 관련하여 어려움이 있으실 경우 앱 내 1:1 문의하기를 통해 의견을 남겨 주시면 확인 도와드리도록 하겠습니다. 다시 한번 소중한 의견 전달주시어 감사드립니다. 콴다 팀 드림",2025-02-18 17:58:22,
a4350f2f-f19e-494e-8aad-297881fb08ce,성채린,https://play-lh.googleusercontent.com/a/ACg8ocJMdN-s0nYkECmK194jpAr66Sl83ybDVI9aK94OzOuQf59UKA=mo,다 좋은데 문제를 많이 못 물어봐서 아쉬워요ㅠㅠ,4,0,6.2.03,2025-02-17 15:05:38,"안녕하세요, 콴다 팀입니다. 😄
콴다에 대한 소중한 리뷰를 남겨주셔서 감사드립니다. 문제 검색은 기존과 동일하게 무제한 이용이 가능합니다. 다만, 말씀해 주신 내용은 AI 문제 풀이 및 번역 내용으로 확인되며, 해당 기능은 콴다 프리미엄 멤버십 미이용 유저 분들의 경우 하루 2회 질문이 가능한 점 참고 부탁드립니다.!🙏 보다 나은 서비스 제공을 위해 더욱 노력하겠습니다. 감사합니다. 콴다 팀 드림",2025-02-18 17:55:21,6.2.03
629746c6-9426-48d6-a3ac-32af6fa673bf,강우진,https://play-lh.googleusercontent.com/a/ACg8ocLldYpbK63H7vXQfbfjBb-IVPD2X5xtpti2XjFAKHdUqIDF-Q=mo,아니 옛날에는 안이랬는데 광고 오지게 심하고 프리미엄 유도도 심하고 밖에서할때 광고는 잘만나오는데 검색결과는 뒤지게 느림 그리고 업뎃되고 광고늘어나서 생긴 AI문제풀이?그거는 개쓰잘데기없음 그냥 다틀림 덧셈뺄셈도 못함 양심있으면 광고줄이고 동영상은 좀 공짜로보게 해라 그리고 원래5초가 광고 최대였는데 갑자기8초됨 ㄹㅈㄷ임 쓰레기앱 와~광고2초늘어서 10초됨 나가라그냥,1,7,6.2.03,2025-02-17 05:12:43,"안녕하세요. 콴다 팀입니다. 앱 내 광고 때문에 많이 답답하셨을 것 같아요. 콴다 이용에 불편을 드려 죄송합니다. 전달 주시는 의견은 담당 부서와 공유하고 더 나은 환경을 제공하기 위해 함께 고민하겠습니다. 광고 시스템을 개선하기 위해 노력 중에 있으니 발전하는 콴다의 모습을 지켜봐 주세요!
광고에 대한 추가 피드백은 앱 내 [문의하기]로 보내주시면 항상 귀 기울이고 있겠습니다! 감사합니다. 콴다 팀 드림",2025-02-18 11:04:59,6.2.03
d533a2ae-5d2f-45f7-840d-831353fb3a8b,김주원,https://play-lh.googleusercontent.com/a/ACg8ocLnNUit0eD4_TO56CZTXenK3M0k5PWYDqMRTAN9zTKZiOX_d_s=mo,모르는문제의 풀이를 쉽게설명해줍니다,5,0,6.0.22,2025-02-17 01:49:25,"안녕하세요. 콴다 팀입니다.
소중한 리뷰 너무나 감사합니다! 회원님의 공부를 향한 열정! 정말 멋집니다.
지금처럼 공부를 열심히 하시면 문제들이 더욱 더 잘 풀리는 날이 오리라 생각하며, 저희 콴다에서도 더 많은 도움을 드릴 수 있도록 노력하겠습니다.
그날을 위해 감사합니다.
이용 중 문의 사항이 있다면 앱 내 [문의하기]로 보내주세요. 정성껏 답변 드리겠습니다. 감사합니다. 콴다 팀 드림",2025-02-18 11:04:46,6.0.22
6a2bf6a3-f7b9-4d50-87bb-de9e2141d60f,세경,https://play-lh.googleusercontent.com/a/ACg8ocKG-y1entiaBnhqvP1J8IC-rB3a6j4BYdavm_kikCFfsHSoLA=mo,제가 나누기를 찍어서 했는데 왜 소수 곱셈이 나오죠?...그래서 좀 그랬어요...이 점만 고쳐주시면 조을거 가타요! 그럼 조은 하루되세용,3,0,6.2.03,2025-02-17 01:14:23,"안녕하세요 콴다 팀 입니다.
먼저 콴다에 대한 소중한 리뷰를 남겨주셔서 감사합니다. 콴다는 학생분들에게 더욱 더 편하고 유익한 앱 사용이 될 수 있도록 항상 고민하고 있습니다. 전달주신 피드백 또한 귀담아 듣고 더 나은 서비스 제공을 위해 노력하겠습니다. 다시 한번 소중한 의견 전달주시어 감사드립니다. 콴다 팀 드림",2025-02-18 11:04:24,6.2.03
56e9f812-0de2-4c39-a283-2985d6e69c99,원준희,https://play-lh.googleusercontent.com/a/ACg8ocLSKt0agghyVGd97DlfRJ1pg-650FTP8MMsROoJcvflzH2kCg=mo,자동결제되어 환불요청하였으나 아직 환불되지않았습니다 환불해주세요,4,0,6.2.01,2025-02-15 03:34:47,"안녕하세요. 콴다 팀입니다.
소중한 리뷰 감사드립니다. 안타깝게도 리뷰에서는 유료 코인/결제/환불/계정 등의 문의를 해결해 드리기 어렵습니다. 더욱 더 자세한 확인 및 진행을 위하여 번거로우시겠지만 앱 내 고객센터의 문의하기를 통해 문의를 남겨주시면 빠르고 정성껏 답변 드리겠습니다. 감사합니다. 콴다 팀 드림",2025-02-17 19:19:45,6.2.01
bb17d4b1-0621-49fb-b9a5-d6ad61cfc281,윤종협,https://play-lh.googleusercontent.com/a/ACg8ocJll1NlVX2s5fKC96JUsQo16Z3t5qJbBEI-tMsmdtMS_Jk0bA=mo,프리미엄인데 콴다 AI가 말도 못 알아먹고 답변도 애매모호하게 하네요. AI가 자신에 대한 확신이 없네요.,1,0,6.2.03,2025-02-14 17:52:54,"안녕하세요 콴다 팀 입니다.
먼저 콴다에 대한 소중한 리뷰를 남겨주셔서 감사합니다. 콴다는 학생분들에게 더욱 더 편하고 유익한 앱 사용이 될 수 있도록 항상 고민하고 있습니다. 전달주신 피드백 또한 귀담아 듣고 더 나은 서비스 제공을 위해 노력하겠습니다. 다시 한번 소중한 의견 전달주시어 감사드립니다. 콴다 팀 드림",2025-02-14 22:00:27,6.2.03
96491f98-1ad8-46d0-b8a6-7369742fb7ff,김예린,https://play-lh.googleusercontent.com/a/ACg8ocIKY7v883sEPQE9r-_LNAxWh2hdc2FNWYV7L72zurt34-Wg5Q=mo,집에서 컨닝 할 때 좋아요!!!,5,2,6.2.03,2025-02-14 13:49:24,"d안녕하세요 콴다 팀입니다.
저희 콴다 앱에 대한 소중한 리뷰를 남겨주셔서 감사 드립니다. 평가에 걸맞는 앱이 될 수 있도록 더욱 더 노력하고 발전하는 콴다가 되겠습니다 :)
사용 중 궁금하시거나 문의 사항이 있다면 앱 내 [문의하기]로 보내주세요. 정성껏 답변 드리겠습니다. 감사합니다. 콴다 팀 드림",2025-02-14 21:56:29,6.2.03
0d53c6f4-8124-43b1-aa77-7c237352464e,채윤지,https://play-lh.googleusercontent.com/a/ACg8ocIE8goMn64jSKN6C-HPdVZcQrDE0DHlqM-TJPfQQhUiU6KJ5Q=mo,다 좋은데 유료라는 점 과 물어보거나 검색했던 내용을 다시 못봄 특히 ai는 원상복구가 안됨 또 스터디 구룹은 그냥 타이머랑 똑같음 그리고 어떤 사람들은 그냥 답지라고 생각하고 빼기는 경우 가 대부분일것 같음,3,0,6.2.03,2025-02-14 11:48:11,"안녕하세요 콴다 팀 입니다.
먼저 콴다에 대한 소중한 리뷰를 남겨주셔서 감사합니다. 문제 검색의 경우 전체 메뉴의 [최근 검색]에서 확인 가능하며, AI 문제 풀이의 경우 전체 메뉴의 [최근 문제 풀이 & 번역]에서 이전 질문 내역에 대해 확인이 가능합니다. 또한, 콴다는 학생분들에게 더욱 더 편하고 유익한 앱 사용이 될 수 있도록 항상 고민하고 있습니다. 전달주신 피드백 또한 귀담아 듣고 더 나은 서비스 제공을 위해 노력하겠습니다. 다시 한번 소중한 의견 전달주시어 감사드립니다. 콴다 팀 드림",2025-02-14 21:55:47,6.2.03
5a40eb0a-1704-4a1e-a72e-d5da1b94a1d3,김재중,https://play-lh.googleusercontent.com/a/ACg8ocJR4aeviy-P-X56Lx50GJ2IJmgXvFa3JiPcHTB4DOK6dYin61g=mo,무료 체험했다가 실수로 결제되서 바로 한불 했는데 환불 안된다고 하네요,1,0,,2025-02-14 09:06:11,"안녕하세요. 콴다 팀입니다.
소중한 리뷰 감사드립니다. 안타깝게도 리뷰에서는 유료 코인/결제/환불/계정 등의 문의를 해결해 드리기 어렵습니다. 더욱 더 자세한 확인 및 진행을 위하여 번거로우시겠지만 앱 내 고객센터의 문의하기를 통해 문의를 남겨주시면 빠르고 정성껏 답변 드리겠습니다. 감사합니다. 콴다 팀 드림",2025-02-14 18:18:18,
